AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
567,"Binding of plastoquinone B leading to decrease, population growth rate via decrease, photosystem II efficiency",,BY-SA,2.7,42.11,8,19,6,5,0,"authors, background, overall_assessment_applicability, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
604,Binding of Alpha 1-Adrenergics to Antagonists Leading to Depression,,All rights reserved,2.7,42.11,8,19,5,1,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy",stressors
619,Androgen receptor antagonism leads to delayed preputial seperation via reduced fibroblast growth factor in genital-tubercle tissues,,BY-SA,2.7,42.11,8,19,5,4,0,"abstract, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
19,Androgen receptor antagonism leading to adverse effects in the male foetus (mammals),,Open for adoption,1.0,41.18,7,17,5,6,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, taxonomy_applicability"
33,Kidney toxicity induced by activation of 5HT2C,,Open for adoption,1.0,41.18,7,17,3,2,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
34,LXR activation leading to hepatic steatosis,,BY-SA,1.0,41.18,7,17,12,14,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
64,Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility,,BY-SA,1.0,41.18,7,17,7,7,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
66,Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,,BY-SA,1.0,41.18,7,17,6,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
67,Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,,BY-SA,1.0,41.18,7,17,6,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
68,Modulation of Adult Leydig Cell Function Subsequent to Alterations in the Fetal Testis Protome,,BY-SA,1.0,41.18,7,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
69,Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,,BY-SA,1.0,41.18,7,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
70,Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell,,BY-SA,1.0,41.18,7,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
71,Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation,,BY-SA,1.0,41.18,7,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
74,Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis,,BY-SA,1.0,41.18,7,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors"
98,5-hydroxytryptamine transporter (5-HTT; SERT) inhibition leading to decreased shelter seeking and increased predation,,BY-SA,1.0,41.18,7,17,5,4,0,"abstract, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
104,Altered ion channel activity leading impaired heart function,,BY-SA,1.0,41.18,7,17,4,3,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, taxonomy_applicability"
128,Kidney dysfunction by decreased thyroid hormone,Under Development,BY-SA,1.0,41.18,7,17,11,24,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
141,Alkylation of DNA leading to cancer 2,,BY-SA,1.0,41.18,7,17,4,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors",stressors
160,Ionotropic gamma-aminobutyric acid receptor activation mediated neurotransmission inhibition leading to mortality,,BY-SA,1.0,41.18,7,17,7,7,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
161,Glutamate-gated chloride channel activation leading to neurotransmission inhibition associated mortality,,BY-SA,1.0,41.18,7,17,7,6,1,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability"
171,Chronic cytotoxicity of the serous membrane leading to pleural/peritoneal mesotheliomas in the rat.,,BY-SA,1.0,41.18,7,17,6,6,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability"
203,5-hydroxytryptamine transporter inhibition leading to decreased reproductive success and population decline,,BY-SA,1.0,41.18,7,17,8,12,4,"authors, background, overall_assessment_description, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","sex_applicability, life_stage_applicability, taxonomy_applicability"
233,Mu Opioid Receptor Agonism leading to Analgesia via K Channel Opening,,BY-SA,1.0,41.18,7,17,5,4,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
234,Mu Opioid Receptor Agonism leading to Analgesia via Ca Channel Inhibition,,BY-SA,1.0,41.18,7,17,5,4,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
235,Serotonin 1A Receptor Agonism leading to Anti-depressant Activity via K Channel Opening,,BY-SA,1.0,41.18,7,17,5,4,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
236,Serotonin 1A Receptor Agonism leading to Anti-depressant Activity via Ca Channel Inhibition,,BY-SA,1.0,41.18,7,17,5,4,0,"background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
